impcParameterOrigId,parameter_name,description,parameter_id
23950,Bone - Free text diagnostic term,"",IMPC_HIS_343_001
23951,Bone - MPATH process term,"",IMPC_HIS_344_001
23952,Bone - Severity score,"",IMPC_HIS_345_001
23953,Bone - Descriptor PATO,"",IMPC_HIS_346_001
23954,Bone - Description,"",IMPC_HIS_347_001
23955,Bone - Significance score,"",IMPC_HIS_348_001
23956,Bone,"",IMPC_HIS_349_001
42916,Alive,Alive,IMPC_GEM_001_001
42917,Scored,Scored,IMPC_GEM_002_001
42918,Cardiovascular System,Cardiovascular System,IMPC_GEM_003_001
42919,Cardiovascular Development,Cardiovascular Development,IMPC_GEM_004_001
42920,Vascular Development,Vascular Development,IMPC_GEM_005_001
42921,Outflow tract development,Outflow Tract Development,IMPC_GEM_006_001
42922,Pericardium Morphology,Pericardium Morphology,IMPC_GEM_007_001
42923,Absent heartbeat,Absent Heartbeat,IMPC_GEM_008_001
42924,Craniofacial,Craniofacial,IMPC_GEM_009_001
42925,Craniofacial Development,Craniofacial Development,IMPC_GEM_010_001
42926,Embryogenesis Phenotype,Embryogenesis Phenotype,IMPC_GEM_011_001
42927,Extraembryonic tissue morphology,Extraembryonic Tissue Morphology,IMPC_GEM_012_001
42928,Allantois Morphology,Allantois Morphology,IMPC_GEM_013_001
42929,Vitelline vasculature morphology,Vitelline Vasculature Morphology,IMPC_GEM_014_001
42930,Vitelline vein morphology,Vitelline Vein Morphology,IMPC_GEM_015_001
42931,Pale yolk sac,Pale Yolk Sac,IMPC_GEM_016_001
42932,Visceral yolk sac morphology,Visceral Yolk Sac Morphology,IMPC_GEM_017_001
42933,Chorioallantoic fusion,Chorioallantoic Fusion,IMPC_GEM_018_001
42934,Embryo Size,Embryo Size,IMPC_GEM_019_001
42935,Hearing/Vestibular/Ear Phenotype,Hearing Vestibular Ear Phenotype,IMPC_GEM_020_001
42936,Ear Morphology,Abnormal Ear Morphology,IMPC_GEM_021_001
42937,Ear Development,Ear Development,IMPC_GEM_022_001
42938,Integument,Integument,IMPC_GEM_023_001
42939,Skin Appearance,Skin Appearance,IMPC_GEM_024_001
42940,Pallor,Pallor,IMPC_GEM_025_001
42941,Blebs,Blebs,IMPC_GEM_026_001
42942,Limb Bud Morphology,Limb Bud Morphology,IMPC_GEM_027_001
42943,Limb Plate Morphology,Limb Plate Morphology,IMPC_GEM_028_001
42944,Tail Morphology,Tail Morphology,IMPC_GEM_029_001
42945,Liver/Biliary,Liver Biliary,IMPC_GEM_030_001
42946,Liver Morphology,Liver Morphology,IMPC_GEM_031_001
42947,Liver Size,Liver Size,IMPC_GEM_032_001
42948,Pale Liver,Pale Liver,IMPC_GEM_033_001
42949,Gastroschisis (herniated abdominal wall),Gastroschisis Herniated Abdominal Wall,IMPC_GEM_034_001
42950,Nervous System,Nervous System,IMPC_GEM_035_001
42951,Neural Tube Closure,Neural Tube Closure,IMPC_GEM_036_001
42952,Forebrain development,Forebrain Development,IMPC_GEM_037_001
42953,Midbrain development,Midbrain Development,IMPC_GEM_038_001
42954,Hindbrain development,Hindbrain Development,IMPC_GEM_039_001
42955,Vision/Eye,Vision Eye,IMPC_GEM_040_001
42956,Eye Morphology,Eye Morphology,IMPC_GEM_041_001
42957,Eye Size,Eye Size,IMPC_GEM_042_001
42958,Microphthalmia,Microphthalmia,IMPC_GEM_043_001
42959,Anophthalmia,Anophthalmia,IMPC_GEM_044_001
42960,Failure heart looping,Failure Heart Looping,IMPC_GEM_045_001
42961,Gastrulation,Abnormal Gastrulation,IMPC_GEM_046_001
42962,Head shape,Head Shape,IMPC_GEM_047_001
42963,Comment on image,Comment On Image,IMPC_GEM_048_001
42964,Images,Images,IMPC_GEM_049_001
42965,Experimenter ID,Experimenter Id,IMPC_GEM_050_001
42966,Equipment ID,Equipment Id,IMPC_GEM_051_001
42967,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEM_052_001
42968,Equipment Model,Equipment Model,IMPC_GEM_053_001
42969,Fixative,Fixative,IMPC_GEM_054_001
42970,Time of Dissection,Time Of Dissection,IMPC_GEM_055_001
42971,Somite Stage,Somite Stage,IMPC_GEM_056_001
42972,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEM_057_001
42973,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEM_058_001
42974,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEM_059_001
36068,Outcome,"",IMPC_EVL_001_001
36069,Total embryos,"",IMPC_EVL_002_001
36070,% embryos WT,"",IMPC_EVL_003_001
36071,Time of dark cycle start,"",IMPC_EVL_004_001
36072,Decision,"",IMPC_EVL_005_001
36073,Comment on Decision (in English),"",IMPC_EVL_006_001
36074,Total embryos WT,"",IMPC_EVL_007_001
36075,Total embryos heterozygous,"",IMPC_EVL_008_001
36076,Total embryos homozygous,"",IMPC_EVL_009_001
36077,Total dead embryos,"",IMPC_EVL_010_001
36078,Total dead WT,"",IMPC_EVL_011_001
36079,Total dead heterozygous,"",IMPC_EVL_012_001
36080,Total dead homozygous,"",IMPC_EVL_013_001
36081,Total gross defect at dissection (alive or dead) embryos,"",IMPC_EVL_014_001
36082,Total gross defect at dissection (alive or dead) WT,"",IMPC_EVL_015_001
36083,Total gross defect at dissection (alive or dead) heterozygous,"",IMPC_EVL_016_001
36084,Total gross defect at dissection (alive or dead) homozygous,"",IMPC_EVL_017_001
36085,Number of reabsorptions,"",IMPC_EVL_018_001
36086,% embryos heterozygous,"",IMPC_EVL_019_001
36087,% embryos homozygous,"",IMPC_EVL_020_001
36088,Average Litter Size,"",IMPC_EVL_021_001
36089,Time of dark cycle end,"",IMPC_EVL_022_001
36090,Embryo medium,"",IMPC_EVL_023_001
36091,Total live embryos,"",IMPC_EVL_024_001
36092,Total live heterozygous,"",IMPC_EVL_025_001
36093,Total live WT,"",IMPC_EVL_026_001
36094,Total live homozygous,"",IMPC_EVL_027_001
85868,Eye,Eye,IMPC_EYE_001_001
85869,Bulging eye,Bulging Eye,IMPC_EYE_002_001
85870,Eye Hemorrhage or Blood Presence,Eye Hemorrhage Or Blood Presence,IMPC_EYE_003_001
85871,Eyelid morphology,Eyelid Morphology,IMPC_EYE_004_001
85872,Eyelid closure,Eyelid Closure,IMPC_EYE_005_001
85873,Narrow eye opening,Narrow Eye Opening,IMPC_EYE_006_001
85874,Cornea,Cornea,IMPC_EYE_007_001
85875,Corneal opacity,Corneal Opacity,IMPC_EYE_008_001
85876,Corneal vascularization,Corneal Vascularization,IMPC_EYE_009_001
85877,Iris/Pupil,Iris Pupil,IMPC_EYE_010_001
85878,Pupil Position,Pupil Position,IMPC_EYE_011_001
85879,Pupil Shape,Pupil Shape,IMPC_EYE_012_001
85880,Pupil Dilation,Pupil Dilation,IMPC_EYE_013_001
85881,Pupil Light Response,Pupil Light Response,IMPC_EYE_014_001
85882,Iris Pigmentation,Iris Pigmentation,IMPC_EYE_015_001
85883,Lens,Lens,IMPC_EYE_016_001
85884,Lens Opacity,Lens Opacity,IMPC_EYE_017_001
85885,Fusion between cornea and lens,Fusion Between Cornea And Lens,IMPC_EYE_018_001
85886,Synechia,Synechia,IMPC_EYE_019_001
85887,Optic Disc,Optic Disc,IMPC_EYE_023_001
85888,Retinal Blood Vessels,Retinal Blood Vessels,IMPC_EYE_024_001
85889,Retinal Blood Vessels Structure,Retinal Blood Vessels Structure,IMPC_EYE_025_001
85890,Retinal Blood Vessels Pattern,Retinal Blood Vessels Pattern,IMPC_EYE_026_001
85891,Persistence of hyaloid vascular system,Persistence Of Hyaloid Vascular System,IMPC_EYE_027_001
85892,Slit Lamp observation,Slit Lamp Observation,IMPC_EYE_028_001
85893,Ophthalmoscope Observation,Ophthalmoscope Observation,IMPC_EYE_029_001
85894,Slit Lamp Equipment ID,Slit Lamp Equipment Id,IMPC_EYE_030_001
85895,Slit Lamp Equipment Manufacturer,Slit Lamp Equipment Manufacturer,IMPC_EYE_031_001
85896,Slit Lamp Equipment Model,Slit Lamp Equipment Model,IMPC_EYE_032_001
85897,Ophthalmoscope Equipment ID,Ophthalmoscope Equipment Id,IMPC_EYE_033_001
85898,Ophthalmoscope Equipment Manufacturer,Ophthalmoscope Equipment Manufacturer,IMPC_EYE_034_001
85899,Ophthalmoscope Equipment Model,Ophthalmoscope Equipment Model,IMPC_EYE_035_001
85900,Experimenter ID,Experimenter Id,IMPC_EYE_036_001
85901,Optical Coherence Tomography Equipment ID,Optical Coherence Tomography Equipment Id,IMPC_EYE_037_001
85902,Optical Coherence Tomography Equipment Manufacturer,Optical Coherence Tomography Equipment Manufacturer,IMPC_EYE_038_001
85903,Optical Coherence Tomography Equipment Model,Optical Coherence Tomography Equipment Model,IMPC_EYE_039_001
85904,Scheimpflug Equipment ID,Scheimpflug Equipment Id,IMPC_EYE_040_001
85905,Scheimpflug Equipment Manufacturer,Scheimpflug Equipment Manufacturer,IMPC_EYE_041_001
85906,Scheimpflug Equipment Model,Scheimpflug Equipment Model,IMPC_EYE_042_001
85907,Dilation Method,Dilation Method,IMPC_EYE_043_001
85908,Topical Anesthetic,Topical Anesthetic,IMPC_EYE_044_001
85909,General Anesthetic,General Anesthetic,IMPC_EYE_045_001
85910,Date Slit Lamp equipment last calibrated,"",IMPC_EYE_046_001
85911,Date Ophthalmoscope equipment last calibrated,"",IMPC_EYE_047_001
85912,Date Scheimpflug equipment last calibrated,"",IMPC_EYE_048_001
85913,Date OCT equipment last calibrated,"",IMPC_EYE_049_001
85914,Images Ophthalmoscopy,"",IMPC_EYE_050_001
85915,Images Slit Lamp,"",IMPC_EYE_051_001
85916,Sheimpflug Lens description,"",IMPC_EYE_052_001
85917,Scheimpflug description,"",IMPC_EYE_053_001
85918,Min left eye lens density,"",IMPC_EYE_054_001
85919,Max left eye lens density,"",IMPC_EYE_055_001
85920,Mean left eye lens density,"",IMPC_EYE_056_001
85921,Min right eye lens density,"",IMPC_EYE_057_001
85922,Max right eye lens density,"",IMPC_EYE_058_001
85923,Mean right eye lens density,"",IMPC_EYE_059_001
85924,Right corneal thickness,"",IMPC_EYE_060_001
85925,Right anterior chamber depth,"",IMPC_EYE_061_001
85926,Right total retinal thickness,"",IMPC_EYE_062_001
85927,Right inner nuclear layer,"",IMPC_EYE_063_001
85928,Right outer nuclear layer,"",IMPC_EYE_064_001
85929,Right posterior chamber depth,"",IMPC_EYE_065_001
85930,Left corneal thickness,"",IMPC_EYE_066_001
85931,Left anterior chamber depth,"",IMPC_EYE_067_001
85932,Left total retinal thickness,"",IMPC_EYE_068_001
85933,Left inner nuclear layer,"",IMPC_EYE_069_001
85934,Left outer nuclear layer,"",IMPC_EYE_070_001
85935,Left posterior chamber depth,"",IMPC_EYE_071_001
85936,B-scan of right retina,"",IMPC_EYE_072_001
85937,B-scan of left retina,"",IMPC_EYE_073_001
85938,VIP of right fundus,"",IMPC_EYE_074_001
85939,VIP of left fundus,"",IMPC_EYE_075_001
85940,B-scan of right cornea and lens,"",IMPC_EYE_076_001
85941,B-scan of left cornea and lens,"",IMPC_EYE_077_001
85942,VIP of right eye,"",IMPC_EYE_078_001
85943,VIP of left eye,"",IMPC_EYE_079_001
85944,Corneal Sclerization,"",IMPC_EYE_080_001
85945,Corneal deposits,"",IMPC_EYE_081_001
85946,Iris transilumination,"",IMPC_EYE_082_001
85947,Vitreous,"",IMPC_EYE_083_001
85948,Corneal mineralization,"",IMPC_EYE_084_001
85949,Corneal ulcer,"",IMPC_EYE_085_001
85950,Lacrimation,"",IMPC_EYE_086_001
85951,Right vitreous humor thickness,"",IMPC_EYE_087_001
85952,Left vitreous humour thickness,"",IMPC_EYE_088_001
85953,Ophthalmoscope Lens Model,"",IMPC_EYE_089_001
85954,Right eye diameter,"",IMPC_EYE_090_001
85955,Left eye diameter,"",IMPC_EYE_091_001
85956,Retina (combined),"",IMPC_EYE_092_002
27185,Body weight,Body Weight,IMPC_BWT_001_001
27186,General comments about the mouse,General Comments About The Mouse,IMPC_BWT_002_001
27187,Equipment ID,Equipment Name,IMPC_BWT_003_001
27188,Equipment manufacturer,Equipment Manufacturer,IMPC_BWT_004_001
27189,Experimenter ID,Experimenter Id,IMPC_BWT_005_001
27190,Date equipment last calibrated,"",IMPC_BWT_006_001
27191,Equipment model,"",IMPC_BWT_007_001
27192,Body weight curve,Derivation To Collect All Body Weights Measured (When Available) And Plot Them Correctly As Time Series.,IMPC_BWT_008_001
16384,Distance travelled,Distance Travelled,IMPC_OFD_005_001
16385,Number of Rears,Number Of Rears,IMPC_OFD_006_001
16386,Whole arena resting time,Whole Arena Resting Time,IMPC_OFD_007_001
16387,Whole arena permanence,Whole Arena Permanence,IMPC_OFD_008_001
16388,Whole arena average speed,Whole Arena Average Speed,IMPC_OFD_009_001
16389,Periphery distance travelled,Periphery Distance Travelled,IMPC_OFD_010_001
16390,Periphery resting time,Periphery Resting Time,IMPC_OFD_011_001
16391,Periphery permanence time,Periphery Permanence Time,IMPC_OFD_012_001
16392,Periphery average speed,Periphery Average Speed,IMPC_OFD_013_001
16393,Center distance travelled,Center Distance Travelled,IMPC_OFD_014_001
16394,Center resting time,Center Resting Time,IMPC_OFD_015_001
16395,Center permanence time,Center Permanence Time,IMPC_OFD_016_001
16396,Center average speed,Center Average Speed,IMPC_OFD_017_001
16397,Latency to center entry,Latency To Center Entry,IMPC_OFD_018_001
16398,Number of center entries,Number Of Center Entries,IMPC_OFD_019_001
16399,Distance travelled - total,Distance Travelled Total,IMPC_OFD_020_001
16400,Number of rears - total,Number Of Rears Total,IMPC_OFD_021_001
16401,Percentage center time,Percentage Center Time,IMPC_OFD_022_001
16402,Equipment ID,Equipment Name,IMPC_OFD_023_001
16403,Equipment manufacturer,Equipment Manufacturer,IMPC_OFD_024_001
16404,Equipment model,Equipment Model,IMPC_OFD_025_001
16405,Central zone surface area,Central Zone Surface Area,IMPC_OFD_026_001
16406,Light intensity in the centre of the arena,Light Intensity In The Centre Of The Arena,IMPC_OFD_027_001
16407,Number of animals per cage,Number Of Animals Per Cage,IMPC_OFD_028_001
16408,Color of arena,Color Of Arena,IMPC_OFD_029_001
16409,Height of the wall,Height Of The Wall,IMPC_OFD_030_001
16410,Distance from light source: if direct illumination,Distance From Light Source If Direct Illuminaton,IMPC_OFD_031_001
16411,Periphery zone,Periphery Zone,IMPC_OFD_032_001
16412,Type of analysis,Type Of Analysis,IMPC_OFD_033_001
16413,Arena Size,Arena Size,IMPC_OFD_034_001
16414,Experimenter ID,Experimenter,IMPC_OFD_035_001
16415,Disinfectant,Disinfectant,IMPC_OFD_036_001
16416,Start Time,Start Time,IMPC_OFD_037_001
16417,Arena ID,Arena Id,IMPC_OFD_038_001
16418,Software Version,Software Version,IMPC_OFD_039_001
16419,Arena Material,Arena Material,IMPC_OFD_040_001
16420,Date equipment last calibrated,"",IMPC_OFD_041_001
16421,Whole arena resting time series,"",IMPC_OFD_001_001
16422,Whole arena average speed series,"",IMPC_OFD_002_001
16423,Periphery distance travelled series,"",IMPC_OFD_003_001
16424,Periphery resting time series,"",IMPC_OFD_004_001
16425,Periphery permanence time series,"",IMPC_OFD_042_001
16426,Periphery average speed series,"",IMPC_OFD_043_001
16427,Center distance travelled series,"",IMPC_OFD_044_001
16428,Center resting time series,"",IMPC_OFD_045_001
16429,Center permanence time series,"",IMPC_OFD_046_001
16430,Center average speed series,"",IMPC_OFD_047_001
16431,Number of center entries series,"",IMPC_OFD_048_001
16432,Light beam barrier height (Z axis),Height Of The Z Axis Light Beam Used To Determine When Mouse Is Rearing,IMPC_OFD_049_001
74092,Percentage center movement time,Percentage Center Movement Time,IMPC_OFD_050_001
90893,Resting definition threshold,Parameter Measuring How The Equipment Defines A Resting Animal,IMPC_OFD_051_001
90894,Rearing definition threshold,Parameter Measuring How The Equipment Defines A Rearing Animal,IMPC_OFD_052_001
43231,Alive,Alive,IMPC_GEO_001_001
43232,Scored,Scored,IMPC_GEO_002_001
43233,Cardiovascular System,Cardiovascular System,IMPC_GEO_003_001
43234,Cardiovascular Development,Cardiovascular Development,IMPC_GEO_004_001
43235,Heart Development,Heart Development,IMPC_GEO_005_001
43236,Outflow tract development,Outflow Tract Development,IMPC_GEO_006_001
43237,Absent heartbeat,Absent Heartbeat,IMPC_GEO_007_001
43238,Heart Morphology,Heart Morphology,IMPC_GEO_008_001
43239,Hemorrhage,Hemorrhage,IMPC_GEO_009_001
43240,Skin Hemorrhage,Skin Hemorrhage,IMPC_GEO_010_001
43241,Blood Vessel Morphology,Blood Vessel Morphology,IMPC_GEO_011_001
43242,Developmental Vascular Remodelling,Developmental Vascular Remodelling,IMPC_GEO_012_001
43243,Craniofacial,Craniofacial,IMPC_GEO_013_001
43244,Craniofacial Development,Craniofacial Development,IMPC_GEO_014_001
43245,Head shape,Head Shape,IMPC_GEO_015_001
43246,Head size,Head Size,IMPC_GEO_016_001
43247,Facial Cleft,Facial Cleft,IMPC_GEO_017_001
43248,Cleft Palate,Cleft Palate,IMPC_GEO_018_001
43249,Embryo Size,Embryo Size,IMPC_GEO_019_001
43250,Body wall morphology,Body Wall Morphology,IMPC_GEO_020_001
43251,Hearing/Vestibular/Ear,Hearing Vestibular Ear,IMPC_GEO_021_001
43252,Ear Morphology,Abnormal Ear Morphology,IMPC_GEO_022_001
43253,Ear Development,Ear Development,IMPC_GEO_023_001
43254,Homeostasis/metabolism,Homeostasis Metabolism,IMPC_GEO_024_001
43255,Hydrops fetalis (fetal adema),Hydrops Fetalis Fetal Adema,IMPC_GEO_025_001
43256,Gastroschisis (herniated abdominal wall),Gastroschisis Herniated Abdominal Wall,IMPC_GEO_026_001
43257,Integument,Integument,IMPC_GEO_027_001
43258,Vibrissa Morphology,Vibrissa Morphology,IMPC_GEO_028_001
43259,Skin Appearance,Skin Appearance,IMPC_GEO_029_001
43260,Skin Coloration,Skin Coloration,IMPC_GEO_030_001
43261,Limb Bud Morphology,Limb Bud Morphology,IMPC_GEO_031_001
43262,Limb Plate Morphology,Limb Plate Morphology,IMPC_GEO_032_001
43263,Tail Morphology,Tail Morphology,IMPC_GEO_033_001
43264,Polydactyly,Polydactyly,IMPC_GEO_034_001
43265,Liver/Biliary,Liver Biliary,IMPC_GEO_035_001
43266,Liver Morphology,Liver Morphology,IMPC_GEO_036_001
43267,Liver Size,Liver Size,IMPC_GEO_037_001
43268,Pale Liver,Pale Liver,IMPC_GEO_038_001
43269,Nervous System,Nervous System,IMPC_GEO_039_001
43270,Brain Development,Brain Development,IMPC_GEO_040_001
43271,Exencephaly,Exencephaly,IMPC_GEO_041_001
43272,Holoprosencephaly,Holoprosencephaly,IMPC_GEO_042_001
43273,spina bifida,Spina Bifida,IMPC_GEO_043_001
43274,Vision/Eye,Vision Eye,IMPC_GEO_044_001
43275,Eye Morphology,Eye Morphology,IMPC_GEO_045_001
43276,Eye Size,Eye Size,IMPC_GEO_046_001
43277,Microphthalmia,Microphthalmia,IMPC_GEO_047_001
43278,Anophthalmia,Anophthalmia,IMPC_GEO_048_001
43279,Comment on image,Comment On Image,IMPC_GEO_049_001
43280,Images,Images,IMPC_GEO_050_001
43281,Experimenter ID,Experimenter Id,IMPC_GEO_051_001
43282,Equipment ID,Equipment Id,IMPC_GEO_052_001
43283,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEO_053_001
43284,Equipment Model,Equipment Model,IMPC_GEO_054_001
43285,Fixative,Fixative,IMPC_GEO_055_001
43286,Time of Dissection,Time Of Dissection,IMPC_GEO_056_001
43287,Somite Stage,Somite Stage,IMPC_GEO_057_001
43288,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEO_058_001
43289,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEO_059_001
43290,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEO_060_001
36285,Outcome,"",IMPC_EVM_001_001
36286,Decision,"",IMPC_EVM_002_001
36287,Comment on Decision (in English),"",IMPC_EVM_003_001
36288,Total embryos WT,"",IMPC_EVM_004_001
36289,Total embryos heterozygous,"",IMPC_EVM_005_001
36290,Total embryos homozygous,"",IMPC_EVM_006_001
36291,Total dead embryos,"",IMPC_EVM_007_001
36292,Total dead WT,"",IMPC_EVM_008_001
36293,Total dead heterozygous,"",IMPC_EVM_009_001
36294,Total dead homozygous,"",IMPC_EVM_010_001
36295,Total gross defect at dissection (alive or dead) embryos,"",IMPC_EVM_011_001
36296,Total gross defect at dissection (alive or dead) WT,"",IMPC_EVM_012_001
36297,Total gross defect at dissection (alive or dead) heterozygous,"",IMPC_EVM_013_001
36298,Total gross defect at dissection (alive or dead) homozygous,"",IMPC_EVM_014_001
36299,Number of reabsorptions,"",IMPC_EVM_015_001
36300,% embryos WT,"",IMPC_EVM_016_001
36301,% embryos heterozygous,"",IMPC_EVM_017_001
36302,% embryos homozygous,"",IMPC_EVM_018_001
36303,Average Litter Size,"",IMPC_EVM_019_001
36304,Time of dark cycle start,"",IMPC_EVM_020_001
36305,Time of dark cycle end,"",IMPC_EVM_021_001
36306,Embryo medium,"",IMPC_EVM_022_001
36307,Total embryos,"",IMPC_EVM_023_001
36308,Total live embryos,"",IMPC_EVM_024_001
36309,Total live heterozygous,"",IMPC_EVM_025_001
36310,Total live WT,"",IMPC_EVM_026_001
36311,Total live homozygous,"",IMPC_EVM_027_001
43546,Alive,Alive,IMPC_GEP_001_001
43547,Scored,Scored,IMPC_GEP_002_001
43548,Behavior/neurological,Behavior Neurological,IMPC_GEP_003_001
43549,No spontaneous movement,No Spontaneous Movement,IMPC_GEP_004_001
43550,Unresponsive to tactile stimuli,Unresponsive To Tactile Stimuli,IMPC_GEP_005_001
43551,Cardiovascular System,Cardiovascular System,IMPC_GEP_006_001
43552,Cardiovascular Development,Cardiovascular Development,IMPC_GEP_007_001
43553,Heart Development,Heart Development,IMPC_GEP_008_001
43554,Outflow tract development,Outflow Tract Development,IMPC_GEP_009_001
43555,Heart Morphology,Heart Morphology,IMPC_GEP_010_001
43556,Hemorrhage,Hemorrhage,IMPC_GEP_011_001
43557,Skin Hemorrhage,Skin Hemorrhage,IMPC_GEP_012_001
43558,Blood Vessel Morphology,Blood Vessel Morphology,IMPC_GEP_013_001
43559,Craniofacial,Craniofacial,IMPC_GEP_014_001
